9138238705669301127 8277688621905100361 6026231911771729703 10916620971251601164 3213535881170087827 15796994762265025816 16261823668446091046 16649034423459972296 790673569293133505 6082352877746608039 8360186638388416825 2257469501245725166 
13522261967865418079 5945588265339339054 16308780892627555774 10551345759994533891 5294765798817410441 17991663094933506142 9403360952004786894 2516456996386616728 12511954572964916261 17575656727081639878 15144303939605326703 3645195334833040482 
7855621794565710930 872812763080345946 2894681634267959632 13625769370560030133 13197478068027548824 16628324114807483417 14572275553810252050 4245351058087662177 1414130468859589396 14122144291987443407 16134638512481147511 434054455371387770 
12260220121511596065 11479210365870678247 10268660783342297701 17216704777933417099 2661263989850527880 6949389970189463106 13495243696864696931 9793437764035025183 14914115232305698389 6466781710188396605 3734902772333182647 8172397365538100493 
4786908986815675891 17037426219901514968 7095537660005766716 4292855853710501193 11425365231673505872 16520439769727949322 16118125542093610697 4547901242277125501 4335778070227806506 8998308164198595391 10670845154200623709 16604538272898077070 
815347499049384726 15507005063508628285 3301569889626796335 12842016618179447397 8106359649238504329 16616892399511878190 18385745280092678842 5088061144458936014 4693280962165777386 12971866923979950010 15245574965562447307 14013423372600283848 
6470416123562852340 3843481661682629048 967239636283740723 14321319784278569763 15075878082011585077 6263535905946363131 9301588032288130127 7335225153392915430 26838387332854343 3712808543624593681 196427218973800345 9303843310337426370 
6509949782807212124 14728625835432234781 17439336540902386273 13819118099707455879 16731299352472473556 4061460465746110237 17352956291999251728 2406758197201939589 11530811857144590734 2193517598835364248 10562324733173251240 9877463161399263320 
8557051760607215614 10549169306885377241 11121804437652728975 14688209817062592846 9281754396386362830 18207863954254350668 8654396924547207639 6861940017059023102 7064380531694403515 2554350065560260145 4779456980714533128 10300408022172814780 
3023961723600111116 12594890738647317166 1420165936423600307 2318521193281341140 6118093419884734991 8584402606653568190 15340731719019053971 2447091473950358713 5291681134036272747 7773769045673107456 13708317146583889788 245853689298755682 
10295581885856019615 16699709270091165426 17341989409027211736 11023951909397571070 15649855889952523436 4037122549063417513 17027078676643257064 8716059453064540689 3574733194105209433 4530575495251251411 15453909121820095337 4862182926937771854 
16420997272309600243 7040952687355503864 11361027395300872412 8185318326544165187 14354278971210656917 2366294601179927590 10114034444419049635 9183164825772517956 10385626135224773389 1370129205173016854 15920535009809589555 10282623450173174201 
13849608767959820873 12008461586323064425 13273107653058239580 12810886926211885740 6660307594707044466 3086924738319390355 311033665745359832 8780609521993137866 6289137415356835676 588576342646325696 157123477538839539 10987529045033116765 
4509549090953204817 13150102174895776007 13072893133394064693 4234274357320050587 15680113958650718541 14394732418710763163 4784597231014901875 3248116420836171589 9614729506562855084 17876588055869533618 14965888652855220961 17498547504277116237 
4588417845541983525 5030461133922885948 1529773685101523255 6033525414831392996 7885123136186317677 10440233152107602584 12698411914912771376 18208241172217851613 7236713731197619383 1631655238082802446 13085782369073438459 15090829623588333806 
14028243090597981140 12978452925208991714 15603297798686125743 5890887077761216876 5440115219766682074 3779575835517065052 9835804990913186886 6876150428184731393 3556133194846208451 4958707399079904580 17011919882508094595 13592344437641630476 
12314399044119530673 8122666944241010219 6545016000656367809 6127519079697821675 18222286367907687300 16981176934534005250 6522249721292488693 8319974767625628245 258867260128111121 8826877545294850834 8615322121621933555 17181616158189967855 
2495216150434078871 2224680612807490967 7257839647327261551 5585564119629546016 14077999214440522851 10217241364697064030 11528009913481012580 6422330764819423676 16826516683937323862 3917359139284552388 6791183524729218839 8263170213863395733 
6670708738781992479 6005243553927473367 14399182394733656825 14655784350882555851 16904881394351845151 17521450971845578994 8709585429922262953 17244371590009177665 2733435955228146589 12840221779230131977 16741840599969291978 9062110145740664771 
11193217106792426117 1525028274373875305 8430466964011418575 311125204988767088 11173916224285881394 9757207794797490714 14520777985112035427 5033810169056894696 9762348300735203066 18042681530076463428 14090264086108394666 7128779460773146304 
16308113689940269333 13797179294162908962 2387474142186882328 9182430340656489361 13383719682945300899 11503564663314227752 6445323565244596352 18396533606481469894 2058576037262063813 2703364812283525357 12907202564698064236 16087593702528865250 
9249046568437598838 335543241984815533 15750432830405547318 6653447785105905913 8507605026609752991 12085489999649935462 4590666312750665285 357059107598091331 8597546861432487203 1441391276835379328 3663590290636647711 904360998578468876 
8983164486378755440 9410611691377212630 14268302397884734195 3485773446404610428 16644636973115071798 9534628745403080370 7624603003629801230 13151809239929156621 13926084328137767865 15883049838273846093 4181226236677950912 13253709523953822878 
18397811603887569612 2879197209473328670 15841964753376368664 3679903357014456237 7529469529353901376 15069396733270952401 8418584934933878753 7159649917871389141 388118099734255402 9735961413601732979 3544123463349722166 3458956943748718166 
6176822215162344819 12561072231452539265 1508945665539920338 14807322089306375584 16712624439726296081 16605718684982837250 11274051555449903425 16906872582442175586 5722083932498490577 8511195902661509343 13300827784996929499 14583060843546734942 
5076312622291059095 17191906103728408730 17479287150025086739 17017234774830597221 17770097851680033358 6784652851849649031 14825220442487020020 16373038563876568387 11652156362695922158 6000116382906011755 14230127461314109548 664401159032693413 
1733924115753240443 18256687504383171124 7664670941017880117 5032886185279309145 13449316044774236146 8651534731630669273 2541560072823925135 11415942091060749414 17584139938741585729 5559172795990206234 15018814537819252121 3834303934368442014 
15240259282119927006 4425150107089264410 2172439087044984075 935475133238762950 13641477132844099709 11150005139320675270 17282297296753656292 17919377954246239945 1652590986538015389 2906888309822571540 16808571349476481911 15113812237661438692 
6409791895949289599 11224026929693391126 13403522924724114701 7453005535211571545 14101001721236018492 17883425355500368487 4025892337009724466 10967285733039208685 8504323900837302591 12716569953370169077 15817328768748856332 10284802271448152056 
9479032207475945799 18204680706874885402 2253448799869711226 3123095574530446981 17208055043921266948 9578184060107499998 9780096406021106778 5393118694390222860 2140158012506674426 1637862738385968815 264301351957977635 931394617225872151 
11476438505152928511 12536677774360263707 8403797135797064787 12870483696854903931 167903762041859580 16360720406908111887 12411689043631374710 14929915050139081888 17634658714421383548 10859728753845015764 6788001839555820131 5454216004168030198 
6293539400731251513 5511224975276426753 14104131632790891827 3175343404784172309 17057668828823543494 17578351361728880769 17873011555782533678 318159505359773605 17307763463877402227 2281099944684879592 15465652361023749385 5670841406181031388 
1633258273529350250 7459975106293286149 15436321982384033482 3969299091187416722 12362946168248937864 15892156641875019257 14841926276539114047 16262260419850748085 11938381026697471763 7250108272880198509 2970480927562856097 8461569709764427099 
12517071578565872481 2081458396576039864 11871813888620474411 1045436624770915167 3421919603416453457 15972227616438875404 11263086292965749969 2797299240727508208 16301452244546337775 16295596812528676860 479101704753997803 16739564012567579625 
15559424608197912551 5005240044958940964 11038861866238555165 15501625688766778933 8434423162198239707 13978979022388429438 17072082843438152670 7808127223249872103 10791347709356655437 4735675879083223615 822691298637774433 6596705531382262899 
10305338790899783993 14718150943524235128 11697678536945438952 5528328277773236269 8622783670726940605 15964939480971332837 6766385804338814420 186206873025894183 7021305404583561382 13173987941217390464 16509028580533115399 15920847889392223341 
3164109195867978707 4277033436033147955 16756429773368124702 7227149384254611319 3024620686031745072 13012070528819134872 16762280663979889240 647655804027575296 16850760537375572946 16970920403306252743 6245397918985490962 16592183085289551414 
9142955039922979036 5951125420471685408 18017914791891267617 6502064901743299729 13459179794638731392 1452743869806371853 14871458421242130375 5148352023305023903 3586835542886142577 5403544121707803717 6909537129075579660 3101233614664685330 
9054682694468681549 9672440905252157091 1741908048717679616 10792000697179148319 10790223865758470688 1790362665370787107 8984072901509558143 3323408125982673870 7202076320306933881 14447399880753860147 18350545061140391800 7960182055484766343 
8913586054039692364 11875572612499826374 4958028791084624332 4102454856396829681 324796189151122400 16236870125473091421 14177545132764320377 9547947900870378616 5631203952671370392 2272594455503505065 363638814639904737 3358171530629392994 
13366139505619461157 8589006762725125356 4078032056359517010 17075987373506073091 7351995816172830750 15683452466236727238 11381530697698700232 10829708338968877576 18196713497607635819 4572109459248795856 9615936216380794819 14758520544202495933 
1086268486585694511 14322145484079927387 11195134173992995530 9328620588175085609 9888742189278971279 4203639593251533058 16367256654036105781 5352465060361848399 6273061409142257319 15691818006189609681 1180052211269440225 15848405228572665739 
4371201189247367364 1878306167589021427 14920948199065409237 3824922943171384868 3411642439501143011 8708061761716493644 4724168675541120377 5907926633177851924 974454227752101479 14762652776190160297 3626457816866335732 6276946344659670543 
16735461937127610725 8425210468981372036 9740543384183956956 12462350041673848027 12731437977586739234 10992127722505724767 14092345925280775515 4283745961871344309 132558338965844593 17529422482940660617 3680705234756060017 12413574929644383222 
7822042309968844377 8835428779195317892 11746952426942880487 5131210425453152128 17226790711174373093 7555642124413155827 14794685650414607409 6067299967031400882 16619791010549589473 5657472944591707016 17791846556471868644 10578757762958842668 
17231377753519664875 714399316079966962 8263116496394681286 15024200073047070664 12451262172578816564 9630352594118675517 2546755650688700883 17333739062287665464 3901363608283836022 10041816309783805714 5471007478839322400 6741823393340646187 
3814710265041280201 12246678942071536445 8416989625010618095 9598467904501251608 859510971690191406 13213121960000718832 5096739972602400247 11582255706100588424 7427112170481937318 9917534631615692842 13535342585448050808 9793589290127328573 
15924403609704101785 886368567568167712 3086326308668092747 4025327656561810949 17449616778967251256 16656577770685327193 4874073522626477676 12643238282359888399 13082773122632124288 3837637611639807493 1350471779322661157 15967864375560608292 
12356773891754563874 13750812920786672190 694795373960954385 12752645151866375307 10394002565285493836 7736105239068884350 16663328912959812636 12679740925897774625 16748759886201924411 11563051712124465654 10442749631255390151 14763879615174509786 
11818281105362826017 10040521976676917772 480768152638240104 8665693711810661200 3294100695391911863 7778925909251601570 7603879730625303756 10771471514437806287 9620511812231890426 16286651060990506021 12135675819731834394 6861411942477558427 
3509072808626043920 1275151345765471353 15224767407148266520 15778670012150326213 9827852185653234908 7391555237154467924 13640549657942232088 10914621066910586412 9306988270184751664 15050561470766740978 2968636016816194918 18314397223492316845 
12294911204603959030 6210864495021844869 13153087957566787119 16742786535884986415 12357540743727392463 15818844718622768888 5218268188837129415 14143534835501280771 12615077941195201345 6065185690694449175 804334306421383879 961159261346518919 13771745301116343034 12581810448442430380 6885634351124072546 16411690153861971170 4153008849260500587 7112928749663508236 8606135624455379225 8806173491374448948 12817118764169608850 12150563831456674468 5643221595097145512 15082955590080084597 16881982892905455534 10218490993303311751 5072560690894505456 2715453975362183230 3409061110072445230 8045709834779847212 14939733704595246541 18051463716130663463 13303692489284158502 18137208538098303178 12305233656630165904 5400638890265562732 14905150499429112961 4170646478173174786 1438574079019506447 13331766608678083043 16082117157203244005 16705372605715131408 11983125512441739653 10729145299797525758 7164850946961772200 1291817389791625533 14579412153847422985 1287794389080308441 8038238528939458380 1862294936763304646 9807359512470243496 8569293098073355303 9933816507200439057 51154369878616521 7284657683961464987 7004920940588341648 16538575676485302701 3021216509222493054 14264372808033686813 15192384099937102370 10042101155004907440 11037380463689988828 6888524642802681334 6709656211908929586 
500974554964114311 12712251336811186815 8259724483984488310 5324972110399489719 
17274155568478880049
